product_id,product_name,brand_name,price_usd,primary_category,secondary_category,tertiary_category,sephora_exclusive,product_rating,loves_count,author_id,review_rating,is_recommended,helpfulness,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,year,month,day_name
P453816,Mini Take The Day Off Cleansing Balm Makeup Remover,CLINIQUE,14.0,Skincare,Mini Size,,0,4.529,37388,7861846005,1.0,0.0,,2019-09-04,I don’t understand how this has such high ratings. It would not take my mascara off. I thought I must be doing something wrong so I tried again. Just doesn’t work.,Doesn’t work,light,hazel,combination,brown,2019,9,Wednesday
P461165,GOOPGENES All-In-One Nourishing Eye Cream,goop,55.0,Skincare,Eye Care,Eye Creams & Treatments,0,4.203,2741,22219399850,5.0,1.0,0.0,2020-08-01,I received this complimentary to try and use. I really like the applicator simple but easy to apply. Makes it easy to apply to the eye area. It’s very creamy no harsh smell so doesn’t make your eyes burn or water. I do think it has helped the appearance around my eyes after using for a couple weeks. Would buy!,Great product,light,green,normal,brown,2020,8,Saturday
P479904,Mini Lapis Blue Tansy Face Oil - For Oily & Acne-Prone Skin,Herbivore,15.0,Skincare,Moisturizers,Face Oils,1,4.246,4593,1144585299,5.0,1.0,,2019-07-03,Obsessed with this oil. Smells great and has balanced my skin tone. I originally bought the sample size (with the blue tansy mask) and fell in love with both and bought the full size. Love this product and love that it is CLEAN too.,Everyday skin savior,mediumTan,brown,combination,black,2019,7,Wednesday
P440925,Drink Up Intensive Overnight Hydrating Mask with Avocado & Swiss Glacier Water,Origins,32.0,Skincare,Masks,Face Masks,0,4.495,39378,2273913317,3.0,,,2015-12-07,"I got this mini mask in a sample for the holiday season, I think it’s not a good option if you break out easily or have easily clogged pores. This is a very thick mask and doesn’t soak in fast. Other overnight hydrating masks have not broken me out to the extent of this one. I will not use this mask again because I am scared of it. I’d only recommend it to very dry skin. I know people who swear by this mask, so it’s not a bad product, just not for me.","Break Outs, Not Cute",,,,,2015,12,Monday
P418218,The Water Cream Oil-Free Pore Minimizing Moisturizer,Tatcha,70.0,Skincare,Moisturizers,Moisturizers,1,4.025,373877,25090959802,5.0,1.0,,2021-03-17,It makes your skin so soft after applying!!!! I recommend this!!!!!,,fairLight,green,combination,brown,2021,3,Wednesday
P422022,Clearly Corrective Dark Spot Correcting Serum,Kiehl's Since 1851,65.0,Skincare,Treatments,Face Serums,0,3.848,75403,6770666904,5.0,1.0,,2019-06-13,I think this stuff really lightens dark spots. It’ll take a couple weeks to notice. If you use all over you’ll get dry so I started using it as a spot treatment on dark spots. Goes fast though.,really lightens,lightMedium,hazel,oily,brown,2019,6,Thursday
P434550,Revitalixir Recovery Serum,Murad,97.0,Skincare,Treatments,Face Serums,0,4.369,7556,5312375071,5.0,1.0,0.6,2018-08-16,"Wow this serum does the trick! I was intrigued by the caffeine, niacinamide, and cannabis hyaluronic acid so I was excited to start using it and I was so impressed by how much it brightened up my skin, plumped it, and made me seem “More awake“. Also the smell is HEAVENLY and it’s very sheer and sinks in quickly, meaning I could put moisturizer on immediately afterwards. I will buy when I finish this free product for testing purposes.",5 Stars for Smell and Texture!,lightMedium,blue,normal,blonde,2018,8,Thursday
P427417,Niacinamide 10% + Zinc 1% Oil Control Serum,The Ordinary,6.0,Skincare,Treatments,Face Serums,0,4.244,763168,9139105751,5.0,1.0,1.0,2021-05-28,After using this product every night and morning for 1 month the pictures I’ve posted are my results. Just wow! Cant wait to see the results in 6 months!,YOU MUST ADD TO CART NOWW!!!,light,brown,combination,black,2021,5,Friday
P427416,Caffeine 5% + EGCG Depuffing Eye Serum,The Ordinary,8.9,Skincare,Treatments,Face Serums,0,3.772,281928,6771446024,3.0,0.0,,2018-02-15,Not bad for the price but my eyes are still puffy. Not sure if I am going to repurchase this.,"Okay, not amazing",lightMedium,brown,normal,black,2018,2,Thursday
P504615,Mini Deep Cleanse Gentle Exfoliating Cleanser,Tatcha,18.0,Skincare,Mini Size,,1,4.148,5097,1781745012,5.0,1.0,1.0,2020-10-19,My favorite face wash ever. Gentle but feels extremely clean as it’s great for washing off makeup. A scrub and wash combined so one step and your done! Been using for a year and never going back.,favorite face wash ever,mediumTan,hazel,normal,black,2020,10,Monday
P430337,C-Rush Vitamin C Gel Moisturizer,OLEHENRIKSEN,51.0,Skincare,Moisturizers,Moisturizers,1,4.34,105730,922940173,4.0,1.0,,2018-11-20,I liked this enough from the smaller sampler pack I purchased with the serum and eye cream that I bought the full size. This has a nice textured and sinks into my combo oily skin very well in the morning. Not greasy at all. I think it’s helped lighten up my sun spots but could also be from the accompanying serum. The fragrance of orange creamsicle is very strong but other than that I like it!,,mediumTan,brown,combination,brown,2018,11,Tuesday
P427406,Glycolic Acid 7% Exfoliating Toning Solution,The Ordinary,13.0,Skincare,Cleansers,Toners,0,4.346,542743,21503501071,5.0,1.0,1.0,2019-03-10,"I love this stuff! I used to use Pixi Glow Tonic and really enjoyed it, but when I saw this I had to try it. It’s a bit stronger than Pixi with a higher percentage of glycolic acid, which is actually really nice. I tend to have sensitive skin, so I do have to be careful if I use this at the same time as a retinoid as it can be too drying, but I do notice a difference in my skin when I use it. You get twice the product as Pixi for half the price, and the product has a higher concentration of active ingredient. I would recommend this to anyone! Glycolic acid is so good for your skin and at this price point there’s no excuse not to at least try it out.",A must have in your skincare routine,fair,green,dry,blonde,2019,3,Sunday
P501005,Premium BB Tinted Moisturizer with Niacinamide and SPF 40,Dr. Jart+,44.0,Skincare,Moisturizers,BB & CC Creams,1,4.323,33513,6081796024,5.0,1.0,,2022-08-09,"If I was to be precise I would give this a 4.5/5 rating because it does make my face look quite shiny; however that is not unusual for BB creams. The formula feels so smooth on my skin and I had 0 irritation, which says something as my skin is extremely sensitive.",Like butter,fair,blue,combination,blonde,2022,8,Tuesday
P422430,Hydra Zen Gel-Cream Oil-Free Moisturizer with Salicylic Acid,Lancôme,48.0,Skincare,Moisturizers,Moisturizers,0,4.563,15564,8119413969,5.0,1.0,,2018-08-14,"I LOVE this moisturizer. A tiny bit goes a long way. It smells amazing, doesn’t leave my skin greasy and keeps it hydrated all day.",Great scent. Maximum hydration,lightMedium,brown,normal,blonde,2018,8,Tuesday
P433520,Magic Cream Moisturizer with Hyaluronic Acid,Charlotte Tilbury,100.0,Skincare,Moisturizers,Moisturizers,0,4.405,111513,1673207214,4.0,1.0,0.0,2022-05-04,"I am liking this so far. This cream is very thick but feels a bit lighter when it goes on your skin, it feels very luxurious when applying. It feels a bit heavier than a standard moisturizer and doesn’t fully absorb into your skin so I prefer to use this as just a night cream. My skin is very oily so I don’t like having such a heavy moisturizer in the daytime.",Luxurious,fair,brown,oily,brown,2022,5,Wednesday
P402718,Power Couple Advanced Retinol and Lactic Acid Duo,Sunday Riley,72.0,Skincare,Value & Gift Sets,,0,4.302,127982,1362041498,2.0,0.0,,2017-08-29,"I really like both of these products. However I can’t use them. I’m a firm believer in nothing “makes you“ breakout, but these definitely do, for me. Like another review on here I tried them together & separately and break outs happened! Which is such a bummer bc they are lovely products. Maybe try a sample first. Buyer beware!",Breakout. :(,lightMedium,brown,normal,brown,2017,8,Tuesday
P421275,Salicylic Acid Acne Healing Dots,Peace Out,19.0,Skincare,Treatments,Blemish & Acne Treatments,0,4.178,316297,21145859430,5.0,1.0,,2022-01-08,These have always been my favorite pimple patches and my ride or dies!!!! i got this complimentary from Peace out skincare. I get hormonal breakouts because of birth control and these stickers just suck up all the gunk from my pimples. I also love it because sometimes when I pop them (I know not good but i can’t help it) i put the sticker on it and it sucks out any oils and helps it heal so much faster. 10/10!!!,SIMPLY AMAZING,mediumTan,brown,combination,brown,2022,1,Saturday
P248407,Ultra Repair Cream Intense Hydration,First Aid Beauty,38.0,Skincare,Moisturizers,Moisturizers,0,4.52,300432,1319886593,5.0,,,2010-08-08,"I get severely dry patches on my face whenever my allergies flare up. I’ve tried everything to calm my skin down. A sephora associate recommended Clinique Comfort On Call, which did absolutely nothing for me. My sister suggested I try this cream and OMG am I so glad I did. My skin feels quenched, supple, and the dry patches are starting to scale off. I have a new favorite cream.",Cure for Dry Patches,lightMedium,,dry,,2010,8,Sunday
P416562,Squalane + Peptide Brightening & De-Puffing Eye Gel,Biossance,56.0,Skincare,Eye Care,Eye Creams & Treatments,1,3.637,59273,34227361764,2.0,0.0,0.41,2022-10-14,The product is nice and light and soaks into the skin well. I am very sensitive around the eye area and this product didn’t bother me at all. As for the claim to rescue wrinkles and puffiness I have not seen a difference in the two plus weeks of using it.,No I would not recommend,fair,green,combination,blonde,2022,10,Friday
P500618,Turmeric Glow Foaming Cleanser,KORA Organics,44.0,Skincare,Cleansers,Face Wash & Cleansers,1,4.611,9992,5953458355,5.0,1.0,1.0,2022-06-20,"I’ve been using this new cleanser from Kora Organics for about a week and a half and I’m going to share my thoughts about the product. First and foremost I love the packaging. It comes in a recyclable glass bottle and makes for an attractive addition to my skin care shelf. The cleanser itself has been wonderful so far. It has a fresh minty scent, not over powering. The scent does not linger and it also does not cause irritation to my skin. I use approx. 3-4 pumps and I use this cleanser in the AM. After each use I notice an instant improvement in the appearance of my skin. My skin appears brighter and more even toned. It just adds that extra boost of moisture that I am looking for every morning. I rate this product 10/10. It’s a clean formula, which works well for my skin. Although it is pricier than other cleansers on the market I do believe that you are getting what you pay for when it comes to this Tumeric Glow Cleanser. I did receive this product complimentary from Kora Organics in exchange for my honest review. All opinions that I shared are entirely my own.",great new cleanser,light,blue,combination,blonde,2022,6,Monday
P454383,PLAY Everyday Sunscreen Lotion SPF 50 PA++++,Supergoop!,34.0,Skincare,Sunscreen,Face Sunscreen,0,4.095,60887,22313120947,5.0,1.0,1.0,2019-05-13,"I’ve tried several brands of sunscreen both mineral and chemical, and this is my favorite. There was no white cast and it didn’t feel greasy (I have slightly dry skin). I like the slightly sweet smell too. This is the kind of sunscreen that I wouldn’t wear to like the gym or doing outdoor activities but it’s a good amount of coverage and workable for daily use",more expensive than most but worth it,light,brown,dry,brown,2019,5,Monday
P402014,Blue Moon Clean-Rinse Cleansing Balm,Sunday Riley,50.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.272,15699,1747374,5.0,1.0,0.5,2017-11-10,"Wonderful! I have been using Sisely Paris cleansing milk with sage make up remover for 20 years and love it... until I bought this a week ago and started using it. This is holy grail. A slightly minty balm eith granules refreshes the face as though it’s a spa treatment. I blend with a drop of water then use a facecloth to remove. I am left feeling clean, refreshed, softened, exfoliated, and smelling good. I absolutely love it. My skin loves it. I am 61 and slightly lined around eyes, sensitive, very pale skin.",My skin loves it,fair,blue,dry,brown,2017,11,Friday
P448937,ICE Ceramide Moisturizer with Vitamin F,Sunday Riley,65.0,Skincare,Moisturizers,Moisturizers,0,4.084,19213,2471702074,5.0,1.0,1.0,2021-01-29,"This product is without a doubt one of my favorites from Sunday Riley. It’s a thick consistency but soaks right into the skin. Has a slight smell of almond but the smell goes away quickly. The packaging comes with a spoon for sanitary purposes, you can just dip the spoon into the cream without putting your fingers into the jar. I have combo skin and starting to get fine lines and wrinkles around my eyes and forehead. I love that this product give my skin a hydration boost and youthful glow. I enjoy using it both morning and night, my makeup easily applies over top with no issues. I will continue to splurge on this product because it’s that good!",Thirst quencher for your skin!,lightMedium,blue,combination,blonde,2021,1,Friday
P429683,Self Tan Purity Bronzing Water Mousse,St. Tropez,44.0,Skincare,Self Tanners,For Body,0,3.831,9236,7386943498,4.0,1.0,,2019-07-18,"I like this product - it is very easy to blend with the mitt and doesn’t streak despite having no tint.  I also love that it’s not sticky and dries quickly.  It won’t stain your sheets, but there is a slight yellow tint/residue.  I took off a point because this does not get you as dark as the 3-hour tan.  Finally, this absolutely still smells like self tanner - like all self-tanners, I would never apply it and go about my day normally.  It is ideal for overnight tanning.",Ideal for overnight tanning,fair,blue,dry,blonde,2019,7,Thursday
P440312,Lotus Anti-Aging Night Moisturizer,fresh,56.0,Skincare,Moisturizers,Moisturizers,0,4.484,103629,21745969866,5.0,1.0,,2019-01-23,"Usually don’t leave reviews but I love this stuff. Perfect consistency, leaves my dry skin hydrated and glowing but not greasy. No breakouts, smells nice. I have sensitive skin and this is the only night cream I’ve tried so far that doesn’t sting my face after exfoliating.",Great on all counts,light,green,dry,blonde,2019,1,Wednesday
P467038,Retinol Eye Stick,Peace Out,28.0,Skincare,Eye Care,Eye Creams & Treatments,1,4.206,136726,31664014635,5.0,1.0,1.0,2021-05-07,I love this product .. I have only been using for a week and can see results ... so excited,Love it!!!,tan,brown,combination,brown,2021,5,Friday
P421996,Ultra Facial Moisturizing Cream with Squalane,Kiehl's Since 1851,78.0,Skincare,Moisturizers,Moisturizers,0,4.447,201776,23285567100,5.0,1.0,,2021-06-01,Absolutely amazing face cream keeps the skin hydrated   and so smooth with out the greasy look. I would definitely buy and recommend to family and friends.,Love,fair,hazel,dry,blonde,2021,6,Tuesday
P232910,Goat Milk Moisturizing Cream,Kate Somerville,76.0,Skincare,Moisturizers,Moisturizers,0,4.045,19623,1496959639,5.0,,1.0,2016-04-15,I have combo skin with dry patches and this stuff smooths and isn’t irritating. It also doesn’t feel sticky which is a plus.,love this stuff,,,,,2016,4,Friday
P467038,Retinol Eye Stick,Peace Out,28.0,Skincare,Eye Care,Eye Creams & Treatments,1,4.206,136726,7545675947,4.0,1.0,0.5,2022-09-19,"Absolutely loving this eye stick! It’s so creamy and glides right into my skin without pulling the skin. I will definitely be starting off slow and building up a tolerance, but it’s hydrating for a retinol! This product was gifted, but opinions are my own.",Must have,light,hazel,combination,brown,2022,9,Monday
P417238,Green Clean Makeup Removing Cleansing Balm,Farmacy,36.0,Skincare,Cleansers,Makeup Removers,1,4.496,403801,1777494219,2.0,0.0,1.0,2020-02-10,I used to really like this stuff because it completely removes all of my makeup so easily but it also really dries out my skin! After I wash it off and look in the mirror my skin is so flakey and tight feeling.,Good if your skin isn’t dry,fair,blue,dry,blonde,2020,2,Monday
P433435,CC+ Cream Oil-Free Matte with SPF 40,IT Cosmetics,44.0,Skincare,Moisturizers,BB & CC Creams,1,3.846,94058,22558862682,4.0,1.0,,2019-08-13,"I think this is ok. It made an oil free foundation confidence in a foundation, which I liked even more, but they pulled it off the shelves after a few months, this is the second best for my acne prone skin. I do love the nearly flawless finish it gives me.",I like this one!,light,,combination,brown,2019,8,Tuesday
P443352,Mini Daily Microfoliant Exfoliator,Dermalogica,18.0,Skincare,Mini Size,,0,4.696,110141,5399034659,5.0,1.0,,2022-08-23,"One of the few physical exfoliants I can tolerate for daily use! Love bringing this when I travel; no need to bring another exfoliant plus powder doesn’t count as liquid! Very gentle, even on acne-prone or sensitized skin.",Gentle physical exfoliant,light,brown,combination,black,2022,8,Tuesday
P505023,The POREfessional Deep Retreat Pore-Clearing Clay Mask,Benefit Cosmetics,39.0,Skincare,Masks,Face Masks,0,4.766,1773,1482382338,1.0,0.0,,2023-02-27,"I really wasn’t a fan of this at all, or any of their new skincare. All of it is breaking me out, and I don’t think any of it works particularly well. This was just super thick and drying. Not a fan.",,light,blue,combination,,2023,2,Monday
P39970,Rose Floral Toner,fresh,15.0,Skincare,Cleansers,Toners,0,4.107,80841,6022149458,4.0,,0.0,2015-12-09,"Love the product, but not the packaging.",,,,,,2015,12,Wednesday
P442858,Rose Deep Hydration Sleeping Mask,fresh,29.0,Skincare,Masks,Face Masks,0,4.459,44288,22895245330,4.0,1.0,0.0,2019-04-10,"As someone who has to deal with a combination skin type, I often struggle between my face being too greasy or too dry. I can cover my face in cream but as soon as I use a bb cream in the morning when applying makeup, my face (specifically around my T-zone) is dryer than the Sahara Desert! I have never tried a product like this before so a “sleep mask” was completely new for me, but it was super simple and straightforward! Start by washing your face and then applying a gel layer that “restores Hydration”, once soaked in you follow by applying a “water-cream mask”. After applying the first step I could feel my skin tingle ever so slightly (I assume from the hyaluronic acid) but it was soon masked by the second step which stayed “wet” on my face for a little while; I found it took some time for that too really soak in even as I was laying in bed, which I think is what makes this mask different from the rest; it gives your skin a chance to slowly absorb the product for a longer lasting result! When I woke up from my slumber, my face felt amazing! I have never actually woken up before with my skin feeling anything but greasy and gross; but that morning there was a visible difference in the feeling and look of my skin! I was extremely impressed especially after I was able to apply my bb cream with little dryness in my t-zone! If I keep making this part of my nightly routine I feel like it will be a definite game changer for me! The only negative thing for me about this product is that the smell is floral(as you could have guessed); I usually don’t tend to go for floral smelling things because they can be a little much, but it honestly was not as strong smelling as some other masks! But with the results that I experienced I can definitely put up with the smell! (Pic was taken after I applied the mask for the first time thus why I look hella shiny!)",Wow!,light,blue,combination,blonde,2019,4,Wednesday
P423688,Daily Microfoliant Exfoliator,Dermalogica,65.0,Skincare,Cleansers,Exfoliators,0,4.696,95311,5397742411,5.0,1.0,,2022-08-29,I’ve been using Dermalogica’s Microfoliant for several years and have found that it’s significantly helped with my skin’s texture and tone. I’ll be repurchasing for many years to come and this will always be in my routine! This was gifted by Dermalogica Sampling.,,mediumTan,brown,combination,brown,2022,8,Monday
P455927,Mini Retinol Reform,Shani Darden Skin Care,30.0,Skincare,Mini Size,,1,4.257,12100,10799891265,5.0,1.0,1.0,2021-02-18,I could tell a difference in my skin in the first week. I love using this product.,,fairLight,blue,combination,brown,2021,2,Thursday
P411387,Superfood Antioxidant Cleanser,Youth To The People,39.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.211,404142,7346657157,5.0,1.0,0.6,2020-05-21,"The best cleanser I’ve ever used! I’ve had mild acne pretty much my whole life and I haven’t had a single breakout since I started using this cleanser in the beginning of March. 1000000% would recommend to everyone with all skin types, it’s doesn’t leave your skin feeling overly stripped and dry and it feels super gentle.",LOVE THIS!!!!,fair,brown,combination,blonde,2020,5,Thursday
P434336,Mini Noni Glow Face Oil,KORA Organics,28.0,Skincare,Mini Size,,1,4.388,26453,1301010670,5.0,1.0,1.0,2020-07-02,"Absolutely obsessed with this oil for my oily skin. It goes on smooth, sinks in even more quickly. The scent is alright, but dissipates quickly. I used this stuff morning and night along with the Innisfree Hydrating Serum and my skin has never felt more balanced. I definitely recommend this product, especially for those oily skin girls who are afraid of oils.",,fair,green,oily,auburn,2020,7,Thursday
P450271,Green Clean Makeup Meltaway Cleansing Balm Limited Edition Jumbo,Farmacy,60.0,Skincare,Cleansers,Face Wash & Cleansers,1,4.496,0,5287616802,5.0,1.0,,2020-06-11,Best stuff I have ever used. I have always used makeup wipes before but my skin felt like it was aging every time I used them. This stuff is amazing and a little goes a long way. I’m now a lifetime customer for sure.,Best stuff ever,lightMedium,brown,combination,brown,2020,6,Thursday
P461555,Mini Superberry Hydrate + Glow Dream Mask,Youth To The People,18.0,Skincare,Mini Size,,0,4.324,79524,2710747615,1.0,0.0,0.85,2019-04-17,"I was really excited to try this product, but it left me with clogged pores and breakouts after just one use! I should have known that the sunflower oil would do that to my skin, but I was feeling optimistic because of all of the positive reviews. I guess it really depends on your skin type. If you have even the slightest bit of acne-prone/sensitive skin, then STAY FAR AWAY from this product.",OVERNIGHT BREAKOUTS,light,brown,combination,brown,2019,4,Wednesday
P395615,Pore Minimizing Instant Detox Mask,Caudalie,42.0,Skincare,Masks,Face Masks,0,4.502,185939,5799533293,5.0,,,2017-01-29,Lovely mask!  Works great and does what is says. Leaves skin beautiful without drying. I love using this after a really tough work out.,great for after a workout,,,,,2017,1,Sunday
P411540,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,52.0,Skincare,Moisturizers,BB & CC Creams,1,3.99,210786,9155057943,4.0,1.0,,2019-08-19,"I got this in The VoxBox from Influenster and it is an holy grail product, it smells AMAZING!",Smells amazing!!,fair,blue,combination,brown,2019,8,Monday
P480612,Santorini Grape Poreless Skin Cream,KORRES,38.5,Skincare,Moisturizers,Moisturizers,0,4.403,5890,1963300423,3.0,0.0,,2022-02-01,I received this item free from Influenster for my honest and true opinion. I honestly am not a bug fan of this moisturizer. It def didnt do anything to my skin but felt more dry and like it was pulling my skin,Its alright,mediumTan,brown,combination,black,2022,2,Tuesday
P475951,Green Tea Hyaluronic Acid Hydrating Serum,innisfree,30.0,Skincare,Treatments,Face Serums,0,4.584,41215,210968412,5.0,1.0,0.92,2021-10-02,"Wow, this stuff is absolute sorcery. I went into Sephora looking for a soothing, hydrating serum because retinoids had roughed up my skin AGAIN. My face was covered in random, weird acne and splotchy, dry patches. It was just on the cusp of becoming a stinging, burning mess. Hyaluronic acid is not the jam for this situation because it can cause more drying and irritation. This was sitting on a low shelf and I randomly spotted it. The packaging is pretty ugly, I’m not going to lie, but the price point was right. This isn’t specifically labeled as calming or for sensitive skin but green tea is supposed to be soothing, from what I understand. It didn’t burn or sting upon application (unlike HA) and I was shocked when I looked in the mirror the next morning. SHOCKED. The acne flare had completely calmed down and by like the third day of use my skin looked like glass. Fwiw, I’m taking a break from retinoids and going back to acids, which my skin loves. Retinoids irritate my skin beyond what is normal or expected (and I’ve tried everything from OTC to Rx). I used this serum after a glycolic peel pad last night and *chef’s kiss*. I’m definitely going to be buying up the rest of the line.",Absolute Sorcery,lightMedium,blue,dry,blonde,2021,10,Saturday
P433521,Charlotte’s Magic Eye Cream with Retinol,Charlotte Tilbury,65.0,Skincare,Eye Care,Eye Creams & Treatments,0,4.354,31496,1334984223,5.0,1.0,0.88,2020-01-23,I really love this eye cream! I have extremely dark circles and it helps to mask them under my concealer and leaves my eyes brighter looking.,,medium,blue,oily,blonde,2020,1,Thursday
P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,14.0,Skincare,Mini Size,,0,4.212,121678,5493301767,4.0,1.0,0.67,2021-06-08,"I think this cleanser smells amazing and does a good job of getting makeup off. But I have to say it does seem to dry my skin a bit. Not terribly. But enough that I probably won’t buy it again. This is probably great for oily types. My skin has been especially dry since having a baby and turning 30. I tend to prefer a cleansing balm or a cream cleanser, and that’s just a preference, but since this cleanser advertises that it works for all skin types I knocked off a star. I think it’s a bit pricey as well, for being a pretty basic gel cleanser. However, a little goes a long way. If you bought the big bottle it would definitely last a while. If it replaced your makeup remover and your cleanser it could be worth the cost.",Good but maybe not for dry skin,fair,green,dry,brown,2021,6,Tuesday
P394639,The True Cream Aqua Bomb,belif,38.0,Skincare,Moisturizers,Moisturizers,0,4.484,265050,7671067062,4.0,1.0,,2020-06-02,"I liked the hydration this product provided as well as the smell! Great for dry skin. It is a gel, so make sure the product is dry before applying makeup, as it can be a little sticky.",Hydration is great!,light,brown,dry,brown,2020,6,Tuesday
P380000,"DayWear Advanced Multi-Protection Anti-Oxidant Moisturizer, Normal/Combination",Estée Lauder,36.0,Skincare,Moisturizers,Moisturizers,0,4.315,6300,2513204615,5.0,1.0,,2022-03-13,"Love it so far. Goes on really well, and I’m loving how glowy it’s been making my skin!  Smells great and seems very hydrating. Would recommend for anyone looking for a lightweight day cream with spf.",,lightMedium,green,dry,brown,2022,3,Sunday
P404338,Whipped Argan Oil Face Butter,Josie Maran,45.0,Skincare,Moisturizers,Moisturizers,0,4.142,40417,782684844,5.0,1.0,1.0,2020-01-19,"This is a wonderful, silky, gel-cream feeling cream. It is greatly hydrating but not heavy or greasy. It absorbs well and gives a nice glow.",Love this,lightMedium,blue,combination,blonde,2020,1,Sunday
P482693,Water Bank Blue Hyaluronic Cream Moisturizer,LANEIGE,40.0,Skincare,Moisturizers,Moisturizers,0,3.993,48729,36281600597,5.0,1.0,0.0,2022-03-31,this cream is a superb discovery. I apply it at bedtime and it provides an immediate feeling of hydration and it rests my skin. it is a cream to absolutely try. my skin in the morning is easier to make up thank you #freeproduct #trywithtopbox,amazing product,light,brown,combination,black,2022,3,Thursday
P297516,Checks and Balances Frothy Face Wash,Origins,27.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.289,98621,5943589465,5.0,1.0,0.0,2020-04-14,I LOVE this face wash. It makes you feel so clean and fresh after use. You only need a little so the product lasts a long time!,,fairLight,green,normal,brown,2020,4,Tuesday
P458724,Metal Facial Razor,SEPHORA COLLECTION,18.0,Skincare,High Tech Tools,Hair Removal,1,4.473,38239,25619278522,5.0,1.0,0.81,2022-08-24,I love this Metal Facial Razor! I use it about one to two times a month. I keep up with my peel pads and retinol serums to ensure my skin feels smooth and radiant!,,light,hazel,combination,blonde,2022,8,Wednesday
P467038,Retinol Eye Stick,Peace Out,28.0,Skincare,Eye Care,Eye Creams & Treatments,1,4.206,136726,6724933890,5.0,1.0,0.63,2022-01-03,"I can’t remember if I wrote a review already but this is a 6 month check in. I LOVE THIS STUFF IT HURTS! I am on my second stick and my eyes have never looked better. I am 25 and no true wrinkles like my mother (sorry mom) but it has plumped, filled in the fine lines and made my eyes look younger, even my co-workers noticed a difference. One thing I would change is the packaging as there is soooo much more product in the tube thats just stuck inside. I did get it out by using my cosmetic tweezer which got me another significant amount so maybe fix this issue? Just a thought. Otherwise its amazing.",3 month check in; ITS AMAZING,light,blue,oily,brown,2022,1,Monday
P423688,Daily Microfoliant Exfoliator,Dermalogica,65.0,Skincare,Cleansers,Exfoliators,0,4.696,95311,2186832568,1.0,0.0,,2021-04-14,I have purchased this item twice. I wanted to like it cuz Jackie aina has recommended it and I love her but both times I bought it after a few used the smell of this powder was so horrid I had to throw it out ! It smelled moldy and pee like lol. So while it did exfoliate not at the expense of me feeling like the powder is expired or not suited for my face if it’s smelling moldy and peeish. Again it happened twice for me ! So hard pass,Smelled weird / unhealthy,mediumTan,brown,dry,black,2021,4,Wednesday
P426836,Beste No. 9 Jelly Cleanser,Drunk Elephant,34.0,Skincare,Cleansers,Face Wash & Cleansers,0,3.943,113466,10469408591,5.0,1.0,,2019-03-28,"I struggle with extreme greasy skin, year round, but not with this product! I’ve tried all sorts of different products from: Yes to Tomatoes, Neutrogena, Proactive, (and X-out), Cetaphil facial cleansers, all sorts of Clean and Clear products, the highest amounts of benzoyl Peroxide and salicylic acid sold over the counter, even a Doctor prescription of Clindamycin Phosphate and benzoyl peroxide gel, 1.2/5%. I would have to use these products at least 3x a day... with greasy skin in between. And as recommended by just about everyone hydrating my face with all kinds of different lotions in between my cleansing. All fell sort of giving me the outcome of  an all day clean, grease free face. Until I got this gem as my free birthday gift from Sephora. My face has never been so clean feeling right after washing and throughout the entire day! I do find it drying out some areas of my skin, mostly around my nose, however the lotion that came with the free birthday gift does wonders for my skin as well. I absolutely loveeee this product— please keep this one around!",,fair,hazel,oily,brown,2019,3,Thursday
P503747,Take The Day Off Charcoal Cleansing Balm Makeup Remover,CLINIQUE,38.0,Skincare,Cleansers,Makeup Removers,0,4.552,2618,44169415386,4.0,1.0,0.14,2022-12-10,I absolutely love this makeup remover. I’ve never had one that completely removed my makeup with just one use. The only improvement would be a little stronger smell. Something fragrant.,Love it,fair,brown,oily,,2022,12,Saturday
P39970,Rose Floral Toner,fresh,15.0,Skincare,Cleansers,Toners,0,4.107,80841,6647943720,5.0,,,2017-07-24,I was never really convinced that toners could do anything but then this baby came along and I was blown away. It’s the first thing I grab in the morning to wake me up and bring life to my skin. I use it as a setting spray and to refresh my makeup or skin through out the day. The smell is lovely and the bottle lasts a long time so it’s a great amount for the price!,Best Toner Ever,,,combination,,2017,7,Monday
P430812,Max Mineral Tinted Sunscreen Broad Spectrum SPF 45,Peter Thomas Roth,38.0,Skincare,Sunscreen,Face Sunscreen,0,4.204,17046,2407060452,5.0,1.0,0.86,2018-06-12,This product has little to no scent and is not visible. Seems great so far!,,light,blue,dry,blonde,2018,6,Tuesday
P480612,Santorini Grape Poreless Skin Cream,KORRES,38.5,Skincare,Moisturizers,Moisturizers,0,4.403,5890,1387153597,3.0,0.0,,2022-02-13,I received this moisturizer to test. It did not have enough moisture for my combo leaning towards dry skin. It felt nice when you applied it but my skin was still dry. I think this would be a good moisturizer for someone leaning towards the oilier side.,Not enough moisture,light,brown,normal,auburn,2022,2,Sunday
